CensusTract,State,County,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,HUNVFlag,GroupQuartersFlag,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeTracts,POP2010,UATYP10,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lahunvhalf,lahunvhalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lahunv1,lahunv1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lahunv10,lahunv10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lahunv20,lahunv20share
05031000102,AR,Craighead,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1701,0,0,0,3601,U,1097.144065,0.304677608,223.3159511,0.062014982,175.5346222,0.258900623,362.0397476,0.489242902,48.12084059,0.028289736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05031000200,AR,Craighead,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1545,33,0.0087163,1,3786,U,889.0676613,0.234830338,351.3079404,0.092791321,246.9227376,0.246922738,75.38807954,0.17822241,25.07537467,0.016230016,56.66135608,0.014966021,29.49736376,0.007791168,16.0261865,0.016026186,9.326878681,0.022049359,0.39798487,2.57595e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05031000300,AR,Craighead,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,2686,92,0.0141191,0,6516,U,4341.201601,0.666237201,1374.879824,0.211000587,1088.004236,0.726789737,761.8404514,0.581557596,143.1525481,0.053295811,347.1671437,0.053279181,119.349874,0.018316432,78.03723789,0.052129083,51.10552125,0.039011848,0.067245968,2.50357e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05031000401,AR,Craighead,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,2005,103,0.0190918,0,5395,U,5394.999984,0.999999997,2097.221027,0.388734203,1635.999993,0.999999996,452.9999988,0.999999997,81.8360649,0.040815992,5382.266635,0.997639784,2089.562107,0.38731457,1632.724575,0.997997907,451.6588451,0.997039393,81.17089688,0.040484238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05031000402,AR,Craighead,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,3578,331,0.0405886,1,8155,U,7575.028193,0.928881446,4235.572254,0.519383477,1862.263478,0.973478034,846.0792609,0.753409849,351.6942898,0.098293541,5798.373125,0.711020616,3153.4418,0.386688142,1422.072228,0.743372832,498.6030302,0.443992013,222.9727926,0.062317717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05031000501,AR,Craighead,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,2349,0,0,0,6139,U,5520.560028,0.89926047,1321.717211,0.215298454,1385.304804,0.9174204,579.5830272,0.846106609,13.39772949,0.005703589,4320.112137,0.703715937,990.4516263,0.161337616,1105.147713,0.731885903,450.7934329,0.658092603,7.253220527,0.003087791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05031000502,AR,Craighead,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1854,26,0.0057018,1,4560,U,4218.662199,0.925145219,1930.065139,0.423259899,1060.340491,0.926061565,416.3946384,0.925321419,71.98330514,0.038825947,2558.054846,0.56097694,1106.255772,0.24259995,624.7711066,0.545651621,240.5523249,0.534560722,49.5299961,0.026715208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05031000601,AR,Craighead,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,2177,64,0.0111382,1,5746,U,4931.602903,0.858267125,3055.147377,0.531699857,1370.464616,0.834123321,518.9358911,0.896262333,203.5466987,0.093498713,3195.797721,0.556177814,1732.922652,0.301587653,808.0678973,0.491824648,417.7572874,0.721515177,80.55451128,0.037002532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05031000602,AR,Craighead,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1773,1933,0.3143089,1,6150,U,5097.105871,0.828797703,3830.102488,0.622780892,736.1645899,0.645758412,71.11029446,0.547002265,351.8513337,0.198449709,1626.44897,0.264463247,1139.737212,0.185323124,76.00277203,0.066669098,15.87161285,0.12208933,59.92282011,0.033797417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05031000700,AR,Craighead,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,2702,330,0.0435299,1,7581,R,7171.958022,0.946043797,3260.356735,0.430069481,1814.076083,0.92413453,791.6034028,0.957198794,154.9486525,0.057345911,6274.124026,0.827611664,2763.529542,0.364533642,1524.09575,0.776411487,697.0453956,0.842860212,106.6497029,0.039470652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05031000801,AR,Craighead,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2169,0,0,0,6139,R,5896.654779,0.960523665,484.2102792,0.078874455,1662.165462,0.966937441,596.4952831,0.951348139,52.86961058,0.024375109,4770.309703,0.77704996,399.209645,0.065028448,1398.654695,0.813644383,447.9860093,0.714491243,44.25961323,0.020405539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05031000802,AR,Craighead,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,2688,121,0.0170471,0,7098,U,6864.160977,0.967055646,1047.671022,0.147600877,1860.696017,0.978798536,789.1992243,0.935070171,106.5158306,0.039626425,5555.044701,0.782621119,760.3939577,0.107127917,1559.799207,0.820515101,619.5367559,0.734048289,73.09543578,0.027193242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05031000900,AR,Craighead,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2086,62,0.0114645,0,5408,R,4598.847527,0.850378611,2110.073291,0.390176274,1199.370399,0.860998133,620.2266012,0.790097581,73.87791088,0.035416065,3476.175462,0.642783924,1554.579552,0.287459237,887.9347701,0.637426253,461.9121203,0.588423083,58.87060293,0.028221766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05031001000,AR,Craighead,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1752,68,0.0157956,0,4305,R,3339.612084,0.775751936,1356.88633,0.315188462,835.7831655,0.79674277,530.2534366,0.740577425,49.47870982,0.028241273,3092.898121,0.718443234,1246.534631,0.289555083,783.2859458,0.746697756,453.8258189,0.633834943,41.825046209999996,0.023872743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05031001100,AR,Craighead,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2673,37,0.0052918,0,6992,R,6992.000005,1.000000001,2268.480073,0.32443937,1725.000006,1.000000003,885.9999998,1,61.07469464,0.022848745,6992.000005,1.000000001,2268.480073,0.32443937,1725.000006,1.000000003,885.9999998,1,61.07469464,0.022848745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05031001200,AR,Craighead,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1852,0,0,0,4835,R,4835.000026,1.000000005,2060.69394,0.426203504,1340.000007,1.000000005,579.0000004,1.000000001,121.1697592,0.065426436,4835.000026,1.000000005,2060.69394,0.426203504,1340.000007,1.000000005,579.0000004,1.000000001,121.1697592,0.065426436,761.2240117,0.157440333,221.7175592,0.045856786,194.9220296,0.145464201,150.7299207,0.260328015,18.94085347,0.010227243,0,0,0,0,0,0,0,0,0,0
05033020100,AR,Crawford,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,2364,12,0.0020148,1,5956,R,5955.999977,0.999999996,2608.211467,0.437913275,1429.999992,0.999999995,892.9999961,0.999999996,80.62541664,0.034105506,5955.999977,0.999999996,2608.211467,0.437913275,1429.999992,0.999999995,892.9999961,0.999999996,80.62541664,0.034105506,2747.461786,0.461293114,1285.757949,0.215876083,635.6517204,0.444511693,454.8278254,0.509325672,31.38236278,0.013275111,0,0,0,0,0,0,0,0,0,0
05033020201,AR,Crawford,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,2269,0,0,0,6120,R,6119.999982,0.999999997,2748.440818,0.449091637,1579.999995,0.999999997,703.9999948,0.999999993,53.65431468,0.023646679,6119.999982,0.999999997,2748.440818,0.449091637,1579.999995,0.999999997,703.9999948,0.999999993,53.65431468,0.023646679,1388.00225,0.226797753,592.2027991,0.096765163,341.1227689,0.215900487,170.1587737,0.241702804,18.56513697,0.008182079,0,0,0,0,0,0,0,0,0,0
05033020203,AR,Crawford,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2801,0,0,0,7605,R,6032.6224,0.793244234,2316.255354,0.304570066,1765.603222,0.797832455,522.8153942,0.843250636,72.50051317,0.025883796,4259.830793,0.560135542,1787.873094,0.235091794,1206.075743,0.544995817,384.4146265,0.620023591,55.66133923,0.019871953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05033020204,AR,Crawford,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,2032,0,0,0,5100,U,4793.047389,0.939813214,1718.530879,0.336966839,1075.05804,0.938915319,895.918734,0.944066105,159.1270618,0.078310562,4267.15711,0.836697473,1587.740708,0.311321707,962.9365003,0.840992577,782.4507841,0.824500299,142.72008400000001,0.070236262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05033020301,AR,Crawford,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1694,13,0.0029789,0,4364,U,3157.717455,0.723583285,1409.745396,0.323039733,802.4446019,0.735512926,421.7501472,0.652864005,20.56009297,0.012137009,237.4784013,0.054417599,104.1486065,0.0238654,61.70039409,0.056553982,26.49132553,0.041008244,3.110495719,0.001836184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05033020302,AR,Crawford,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1651,97,0.0228182,0,4251,U,4055.546724,0.954021812,1243.409597,0.292498141,1036.132116,0.959381589,631.5587923,0.919299552,118.6827208,0.071885355,2038.814188,0.479608136,572.7046356,0.134722333,473.1405246,0.438093078,332.7654152,0.484374695,41.33577536,0.025036811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05033020401,AR,Crawford,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1915,0,0,0,4988,R,4988.000019,1.000000004,1916.296582,0.384181352,1184.000004,1.000000003,706.000002,1.000000003,87.50010371,0.04569196,4969.966944,0.996384712,1908.362739,0.382590766,1180.940649,0.997416089,702.1723922,0.994578459,86.71494933,0.045281958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05033020402,AR,Crawford,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1861,40,0.0083752,0,4776,R,4776.000015,1.000000003,1596.628445,0.334302438,1188,1,768.0000012,1.000000002,66.23619217,0.035591721,4776.000015,1.000000003,1596.628445,0.334302438,1188,1,768.0000012,1.000000002,66.23619217,0.035591721,661.4793626,0.138500704,262.5742951,0.054977867,158.8997323,0.133753983,107.3148895,0.139732929,12.25397012,0.006584616,0,0,0,0,0,0,0,0,0,0
05033020501,AR,Crawford,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1304,0,0,1,4115,U,4006.75468,0.97369494,2749.938472,0.668271804,1382.003784,0.9753026,241.824137,0.975097327,124.9178606,0.095795905,2665.400621,0.647727976,1793.350203,0.435808069,916.2850289,0.646637282,169.6743385,0.68417072,65.17838942,0.049983427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05033020502,AR,Crawford,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1873,314,0.0647823,1,4847,U,3724.912626,0.768498582,2185.128421,0.450820801,938.8699784,0.745134904,568.1526096,0.784741173,206.9497493,0.110491057,1236.42479,0.255090735,835.9301254,0.172463405,276.9410346,0.219794472,168.668037,0.232966902,84.08745413,0.04489453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05033020600,AR,Crawford,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,3683,64,0.0065133,0,9826,U,8850.890376,0.900762302,3708.3525,0.377402046,2499.16953,0.904840525,1144.726093,0.888762495,165.9329209,0.045053739,6933.92186,0.705670859,2699.506123,0.27473093,1902.579288,0.688841162,907.304462,0.70442893,85.3083632,0.023162738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05035030101,AR,Crittenden,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,798,0,0,1,2490,U,1737.106114,0.697632977,1412.406619,0.567231574,663.9918086,0.693826341,75.62718152,0.651958461,57.52408732,0.072085322,25.61928964,0.010288871,19.9237254,0.008001496,8.600552768,0.008986993,1.170542253,0.010090881,0.481879079,6.03858e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05035030102,AR,Crittenden,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1119,0,0,1,3275,U,2162.329282,0.660253216,1411.832272,0.431093824,683.0632583,0.657423733,173.6027991,0.586495943,91.2800742,0.081572899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05035030201,AR,Crittenden,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2223,0,0,1,5126,U,2575.090412,0.502358644,1035.308671,0.201972039,605.3146241,0.503170926,422.2356195,0.55999419,23.0026502,0.010347571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05035030202,AR,Crittenden,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1226,0,0,0,3157,U,3112.619867,0.985942308,689.3375472,0.21835209,681.2748032,0.984501161,591.3843059,0.984000509,0,0,1352.911417,0.428543369,280.2118537,0.088758902,334.8982087,0.483956949,199.9879234,0.332758608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05035030301,AR,Crittenden,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1173,114,0.0347032,1,3285,U,2739.280257,0.833875268,1193.054838,0.363182599,845.4054392,0.839528738,364.4013087,0.87386405,116.3070285,0.099153477,945.5264388,0.287831488,375.8746211,0.114421498,302.7972781,0.300692431,137.2881598,0.329228201,52.07730966,0.044396683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05035030302,AR,Crittenden,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1058,142,0.0544896,1,2606,U,2219.442636,0.851666399,1775.724431,0.681398477,692.8360617,0.891680903,221.3570087,0.765941207,190.7027177,0.180248315,771.3697747,0.295997611,617.1550222,0.236820807,246.4827043,0.317223558,29.31869298,0.101448765,70.32041601,0.066465422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05035030501,AR,Crittenden,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,388,0,0,1,1006,U,349.1574092,0.347074959,206.9899388,0.205755406,90.63378306,0.343309784,48.5839754,0.418827374,30.10102438,0.07757996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05035030502,AR,Crittenden,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,387,0,0,1,1090,U,542.2789909,0.497503661,451.2358273,0.413977823,175.7322453,0.439330613,49.00733423,0.563302692,73.79358374,0.190681095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05035030600,AR,Crittenden,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1871,0,0,1,4875,R,4875.000021,1.000000004,2914.02297,0.597748302,1622.000006,1.000000004,536.9999988,0.999999998,294.8533804,0.157591331,3752.056162,0.769652546,1997.454781,0.409734314,1074.708187,0.662582113,500.853317,0.932687741,153.6281231,0.082110167,357.0820537,0.073247601,165.1882553,0.03388477,72.61129394,0.044766519,74.11069801,0.13800874899999999,12.02341365,0.006426196,0,0,0,0,0,0,0,0,0,0
05035030701,AR,Crittenden,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,448,0,0,0,1190,R,1190.000009,1.000000007,549.3077541,0.461603155,279.000003,1.000000011,176.000001,1.000000006,6.077922112,0.01356679,1190.000009,1.000000007,549.3077541,0.461603155,279.000003,1.000000011,176.000001,1.000000006,6.077922112,0.01356679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05035030702,AR,Crittenden,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,356,0,0,1,1079,R,1053.973357,0.976805706,596.7532353,0.553061386,366.7822981,0.978086128,84.06616951,0.989013759,38.26463909,0.107484941,760.9645419,0.705249807,430.8534437,0.399308104,283.9938098,0.757316826,48.45229423,0.570026991,27.2372565,0.076509147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05035030703,AR,Crittenden,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,705,299,0.1308534,1,2285,U,1825.857429,0.799062332,1015.702628,0.444508809,513.6484452,0.856080742,122.9415936,0.814182739,62.95616917,0.089299531,779.647776,0.341202528,433.7087248,0.189806882,228.1697129,0.380282855,44.34613832,0.293683035,29.44019947,0.041759148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05035030803,AR,Crittenden,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,702,0,0,0,1963,U,1959.293731,0.998111936,327.288589,0.166728777,566.7762376,0.996091806,124.9999988,0.99999999,0,0,1942.325164,0.989467735,324.4540888,0.165284813,563.1982148,0.989803541,123.4689666,0.987751733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05035030804,AR,Crittenden,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1198,0,0,0,2949,U,2948.999993,0.999999997,753.189649,0.255405103,838.9999885,0.999999986,129.9999991,0.999999993,10.14285714,0.008466492,1799.516265,0.610212365,405.7769634,0.137598156,521.93513600000006,0.622091938,67.83649938,0.521819226,7.549434353,0.006301698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05035030805,AR,Crittenden,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1366,80,0.0230282,0,3474,U,1510.241062,0.434726846,601.4621637,0.173132459,411.0834174,0.440132139,144.7846437,0.370293206,2.616768196,0.001915643,11.62870884,0.003347354,2.824355602,8.12998e-4,2.80408597,0.003002233,1.319569826,0.003374859,0.044000112,3.22109e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05035030806,AR,Crittenden,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1196,13,0.0036682,0,3544,U,3529.88706,0.996017793,649.8339423,0.183361722,1113.398436,0.995884111,228.7280795,0.994469911,16.81290159,0.01405761,2249.796703,0.634818483,247.9066636,0.06995109,646.4723509,0.578240028,153.1928891,0.66605604,4.531924728,0.003789235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05035030807,AR,Crittenden,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,622,0,0,0,1714,R,1647.022792,0.960923449,554.8274674,0.323703307,451.6283272,0.965017793,171.7147258,0.913376201,72.43566941,0.11645606,1197.538002,0.698680281,403.410917,0.235362262,350.2572331,0.748412891,103.133283,0.548581292,51.59685455,0.082953142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05035031000,AR,Crittenden,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,569,0,0,1,1406,R,1405.999994,0.999999996,550.5168672,0.39154827,334.9999984,0.999999995,222.9999997,0.999999999,78.40504026,0.137794447,1405.999994,0.999999996,550.5168672,0.39154827,334.9999984,0.999999995,222.9999997,0.999999999,78.40504026,0.137794447,5.165557384,0.003673938,1.499383092,0.001066418,0,0,1.08748579,0.004876618,0.208241954,3.65979e-4,0,0,0,0,0,0,0,0,0,0
05035031100,AR,Crittenden,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1000,0,0,1,2798,R,1614.967038,0.577186218,1164.90441,0.416334671,524.9127655,0.583885167,189.6827618,0.564532029,113.8446449,0.113844645,428.2261467,0.153047229,322.8836274,0.115398008,97.40754506,0.108350996,59.54542608,0.17721853,31.448228,0.031448228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05035031200,AR,Crittenden,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,621,53,0.0333333,1,1590,U,1226.109183,0.771137851,955.4342147,0.600902022,339.4978607,0.785874678,170.8692551,0.746153953,121.6999942,0.195974226,105.7007584,0.066478464,72.54387879,0.045625081,32.78588253,0.075893247,11.55084264,0.050440361,9.176499888,0.014776972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05037950100,AR,Cross,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,604,0,0,1,1454,R,1453.99999,0.999999993,895.9956062,0.616228065,333.999998,0.999999994,257.9999984,0.999999994,110.3146473,0.182640144,1453.99999,0.999999993,895.9956062,0.616228065,333.999998,0.999999994,257.9999984,0.999999994,110.3146473,0.182640144,50.41521237,0.034673461,31.06726898,0.02136676,12.13347666,0.036327774,7.108240816,0.027551321,3.275360916,0.005422783,0,0,0,0,0,0,0,0,0,0
05037950200,AR,Cross,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1282,0,0,1,3300,R,3296.958601,0.999078364,1637.043512,0.496073791,790.6620659,0.999572776,510.3241297,0.998677358,17.04433533,0.013295113,3200.080061,0.96972123,1596.955841,0.483926012,761.6687862,0.962918819,499.6164157,0.977722927,17.04433533,0.013295113,1027.610025,0.311396977,526.8018896,0.159636936,267.194276,0.337793016,157.4046048,0.308032495,15.136734,0.011807125,0,0,0,0,0,0,0,0,0,0
05037950300,AR,Cross,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,639,0,0,0,1544,R,1544.000008,1.000000005,616.7312626,0.399437346,354.0000009,1.000000003,301.9999997,0.999999999,40.66756805,0.063642517,1544.000008,1.000000005,616.7312626,0.399437346,354.0000009,1.000000003,301.9999997,0.999999999,40.66756805,0.063642517,936.0244867,0.606233476,463.7892731,0.300381654,203.7788813,0.575646557,193.8366144,0.641843094,25.63382173,0.040115527,0,0,0,0,0,0,0,0,0,0
05037950400,AR,Cross,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,999,0,0,0,2696,R,2696.000015,1.000000006,891.3904669,0.330634446,689.000005,1.000000007,321,1,35.33559947,0.03537097,2696.000015,1.000000006,891.3904669,0.330634446,689.000005,1.000000007,321,1,35.33559947,0.03537097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05037950500,AR,Cross,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1925,88,0.018007,1,4887,C,3407.279693,0.697212951,1744.943366,0.357058188,961.060128,0.707702598,448.6080211,0.654902221,247.1982358,0.128414668,1067.69876,0.21847734,505.8555241,0.103510441,303.9172645,0.223797691,134.7879204,0.196770687,84.49429697,0.043893141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05037950600,AR,Cross,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1553,137,0.0343444,0,3989,C,2604.701989,0.652971168,818.1725973,0.205107194,662.2908329,0.684184745,428.2952622,0.627998918,6.511341213,0.00419275,654.1938039,0.163999449,211.9498367,0.053133577,185.3444459,0.191471535,64.44806154,0.094498624,1.71655211,0.001105314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05039970100,AR,Dallas,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,671,16,0.0102302,0,1564,R,1564.000005,1.000000003,781.8649669,0.499913662,327.0000025,1.000000008,300.0000002,1.000000001,42.02620084,0.062632192,1564.000005,1.000000003,781.8649669,0.499913662,327.0000025,1.000000008,300.0000002,1.000000001,42.02620084,0.062632192,814.8095493,0.520977973,460.2215009,0.294259272,173.0453265,0.529190601,148.1085023,0.493695008,35.01835093,0.052188302,0,0,0,0,0,0,0,0,0,0
05039970200,AR,Dallas,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,825,0,0,0,1887,R,1719.882749,0.911437599,781.6932726,0.414251867,351.7445676,0.913622253,322.5585893,0.906063453,31.27676053,0.037911225,1486.964326,0.788004413,680.372146,0.360557576,302.9725968,0.78694181,276.5562301,0.776843343,27.35385551,0.033156189,179.9927498,0.095385665,95.44440676,0.050579972,38.20755815,0.099240411,34.11728604,0.095835073,4.887670896,0.00592445,0,0,0,0,0,0,0,0,0,0
05039970300,AR,Dallas,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1784,389,0.0833869,1,4665,C,3687.779439,0.79052078,1765.847247,0.378531028,952.5191324,0.793105023,641.377882,0.78408054,299.7066545,0.167997004,1920.880467,0.411764302,914.6342765,0.196063082,514.4138408,0.428321266,299.3897028,0.366002082,150.9939835,0.084637883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05041950100,AR,Desha,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,654,0,0,1,1528,R,1527.999998,0.999999999,712.3927808,0.466225642,327.9999993,0.999999998,292.0000005,1.000000002,62.68911423,0.095854915,1527.999998,0.999999999,712.3927808,0.466225642,327.9999993,0.999999998,292.0000005,1.000000002,62.68911423,0.095854915,1114.594944,0.729446953,518.3654568,0.339244409,240.2074001,0.732339635,217.8100465,0.745924817,43.73790477,0.06687753,0,0,0,0,0,0,0,0,0,0
05041950200,AR,Desha,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1873,0,0,1,4610,R,2985.58256,0.647631792,1387.613947,0.301000856,797.7191041,0.657641471,417.1393582,0.59421561,176.4408119,0.094202249,1559.428587,0.338270843,687.9949259,0.14923968,386.3870619,0.318538386,225.08805,0.320638248,91.74183812,0.048981227,1.131068039,2.45351e-4,0.513580347,1.11406e-4,0.005875816,4.84404e-6,0.102982813,1.46699e-4,0.032066457,1.71204e-5,0,0,0,0,0,0,0,0,0,0
05041950300,AR,Desha,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,676,0,0,1,1744,C,1744.000007,1.000000004,1125.624065,0.645426643,525.0000051,1.00000001,204.0000005,1.000000003,95.81782155,0.14174234,977.6055435,0.560553637,597.9703691,0.342872918,277.4260809,0.52843063,122.935505,0.602625025,52.59937406,0.077809725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05041950400,AR,Desha,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1280,0,0,1,3066,R,2941.045665,0.959245161,1861.802907,0.607241653,792.7642634,0.965608116,403.0738536,0.95742008,163.8924422,0.128040971,1480.977468,0.483032442,731.0064483,0.238423499,358.4279669,0.436574868,230.9679552,0.548617471,70.01832623,0.054701817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
